	Original.Reads	Filtered.Reads	Denoised.Reads	tabled	Non.chimeric.Reads	pseq	study	PRJ	Molecule	Cheese	Country	Region	Space	doi	Extraction_kit	Extraction_volume	Sequencer	Animal	Time	Pasteurized	pH	NaCl
SRR8591964	49343	46595	46536	46536	46536	46536	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.49	NA
SRR8591965	37448	36729	36700	36700	36700	36700	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.5	NA
SRR8591966	26487	25049	25010	25010	25010	25010	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.5	NA
SRR8591967	22910	22489	22450	22450	22450	22450	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.55	NA
SRR8591969	48215	47081	47043	47043	47024	47024	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591970	12926	12798	12787	12787	12778	12778	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591971	11630	11527	11516	11516	11502	11502	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591973	15857	15678	15675	15675	15675	15675	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591974	8287	8126	8106	8106	8106	8104	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591975	12547	11991	11978	11978	11961	11961	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591976	7658	7598	7569	7569	7569	7569	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591977	15631	15252	15230	15230	15212	15212	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591978	14221	14061	14052	14052	14029	14029	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591979	7291	7211	7193	7193	7187	7187	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591980	50284	47855	47792	47792	47792	47792	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591981	41148	40430	40402	40402	40402	40402	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591983	47849	46247	46220	46220	46220	46220	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591984	39691	39030	39013	39013	39000	39000	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591985	54586	52914	52885	52885	52885	52885	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591986	43119	42017	41992	41992	41986	41986	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591987	49095	47478	47430	47430	47430	47430	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591988	39034	38223	38206	38206	38206	38206	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591991	9615	9510	9500	9500	9500	9495	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591992	6730	6656	6652	6652	6652	6652	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591993	20684	20498	20489	20489	20489	20489	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591994	7494	7247	7235	7235	7235	7235	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591995	5656	5616	5609	5609	5609	5609	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591996	11217	11122	11116	11116	11116	11116	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591997	8389	8243	8212	8212	8205	8203	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8591998	8964	8800	8737	8737	8737	8733	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.32	NA
SRR8591999	8878	8773	8764	8764	8764	8764	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.38	NA
SRR8592000	6364	6289	6268	6268	6268	6268	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.38	NA
SRR8592001	16062	15907	15875	15875	15813	15813	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.3	NA
SRR8592003	6938	6738	6732	6732	6732	6732	8	PRJNA523139	DNA	Camembert	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	5.32	NA
SRR8592004	47892	47010	46982	46982	46982	46982	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592005	53981	51284	51235	51235	51235	51235	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592006	40854	39986	39966	39966	39966	39966	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592007	51862	50377	50358	50358	50358	50358	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592008	24313	23592	23555	23555	23555	23555	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592009	54315	52843	52806	52806	52780	52780	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592011	18861	18549	18528	18528	18528	18526	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592013	20782	20275	20262	20262	20262	20257	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592014	45980	45058	45011	45011	44995	44995	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592015	45449	42399	42360	42360	42348	42348	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592016	39277	38337	38305	38305	38305	38305	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592017	47025	45322	45287	45287	45287	45287	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592018	38225	37454	37406	37406	37406	37406	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592019	46896	45526	45498	45498	45439	45439	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592021	25119	24512	24422	24422	24422	24422	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592022	34442	27690	27630	27630	27630	27630	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592023	44381	43106	43072	43072	43033	43033	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592024	51157	49334	49284	49284	49216	49216	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592025	53188	50487	50409	50409	50409	50409	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592026	43492	42479	42438	42438	42438	42438	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8592027	51633	50060	50035	50035	50035	50033	8	PRJNA523139	DNA	Reblochon	France	Auvergne-Rh?ne-Alpes	V3-V4	10.1016/j.foodres.2019.108643	NA	NA	Miseq	Cow	YES	YES	NA	NA
SRR8246139_1	264511	264377	263642	263642	262154	240837	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246140_1	270873	270732	269907	269907	267555	222858	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246141_1	407402	407123	406331	406331	400211	267499	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246142_1	370527	370304	369556	369556	360415	306076	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246143_1	311661	311501	310669	310669	291944	181540	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246164_1	218096	217955	217484	217484	216167	215662	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246165_1	208676	208539	207708	207708	205760	204344	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246166_1	149582	149493	148864	148864	148559	148127	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246167_1	384722	384474	383264	383264	379016	377899	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246168_1	205067	204931	204221	204221	199963	199472	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246169_1	262335	262177	261272	261272	259513	258768	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246170_1	182534	182381	181389	181389	179437	178339	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246171_1	232661	232509	231662	231662	227452	226772	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246172_1	220040	219932	219407	219407	218105	217341	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246173_1	134231	134142	133719	133719	133406	132929	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246194_1	78751	78703	78260	78260	75502	75036	9	PRJNA499132	DNA	Jarlsburg	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246195_1	297878	297681	296729	296729	290310	289188	9	PRJNA499132	DNA	Jarlsburg	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246196_1	303644	303431	302060	302060	295685	293993	9	PRJNA499132	DNA	Jarlsburg	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246197_1	190446	190333	189825	189825	185899	184258	9	PRJNA499132	DNA	Jarlsburg	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246202_1	326358	326149	324273	324273	310403	307891	9	PRJNA499132	DNA	Jarlsburg	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246203_1	266692	266546	265794	265794	256670	254077	9	PRJNA499132	DNA	Jarlsburg	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246234_1	332936	332707	331879	331879	316804	174718	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246235_1	261587	261423	260853	260853	257701	246928	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246236_1	423340	423073	422102	422102	415538	408324	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246237_1	665143	664675	663207	663207	643543	535197	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246238_1	468034	467709	466672	466672	456160	434512	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246239_1	421887	421630	420432	420432	409515	232012	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246240_1	394857	394577	393189	393189	378491	268566	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246241_1	344493	344262	343070	343070	331647	224644	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246242_1	222436	222310	221530	221530	210142	81955	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246243_1	303433	303229	302354	302354	283383	206225	9	PRJNA499132	DNA	Brie	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	YES	NA	NA
SRR8246244_1	279303	279120	277380	277380	267982	170322	9	PRJNA499132	DNA	Gruyere	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246245_1	367442	367215	365893	365893	352620	227283	9	PRJNA499132	DNA	Gruyere	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246246_1	312561	312340	311180	311180	297680	296308	9	PRJNA499132	DNA	Gruyere	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246247_1	226846	226688	225663	225663	216896	216041	9	PRJNA499132	DNA	Gruyere	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246248_1	285550	285340	284062	284062	274537	272482	9	PRJNA499132	DNA	Gruyere	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246249_1	326024	325794	324777	324777	312240	310602	9	PRJNA499132	DNA	Gruyere	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246250_1	101712	101629	100548	100548	96907	95230	9	PRJNA499132	DNA	Gruyere	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246251_1	291919	291594	290298	290298	276807	274917	9	PRJNA499132	DNA	Gruyere	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246252_1	79423	79379	78732	78732	76943	76249	9	PRJNA499132	DNA	Jarlsburg	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246253_1	176691	176580	175180	175180	170550	168858	9	PRJNA499132	DNA	Jarlsburg	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246354_1	167536	167409	166263	166263	158914	108268	9	PRJNA499132	DNA	Gruyere	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
SRR8246452_1	246868	246680	246185	246185	245388	244379	9	PRJNA499132	DNA	Cheddar	Canada	British Columbia	V3	10.1016/j.fm.2019.04.002	PowerFood Microbial DNA Isolation Kit MOBIO	NA	Hiseq	Cow	NA	NO	NA	NA
